state,year,per_person,total_cost,prev_per_person,prev_total_cost,per_person_change,total_cost_change,abs_person_change,abs_total_cost_change
West Virginia,1992,415.85,4.9509869E7,423.31,4.5818146E7,-7.46,3691723.0,7.46,3691723.0
Minnesota,2012,333.21,8.9041586E7,340.66,8.6250265E7,-7.45,2791321.0,7.45,2791321.0
Nebraska,2016,345.89,2.7258098E7,353.33,2.7587804E7,-7.44,-329706.0,7.44,329706.0
New Hampshire,1998,274.82,4949983.0,282.24,5664961.0,-7.42,-714978.0,7.42,714978.0
Iowa,2003,331.73,2.2510158E7,324.31,2.0135944E7,7.42,2374214.0,7.42,2374214.0
Virgin Islands,2004,621.62,2842451.0,614.22,2729192.0,7.4,113259.0,7.4,113259.0
Oklahoma,2010,442.45,1.14339374E8,435.05,9.3249017E7,7.4,2.1090357E7,7.4,2.1090357E7
Washington,2002,294.91,5.0175548E7,287.51,4.1943177E7,7.4,8232371.0,7.4,8232371.0
Oregon,2016,288.53,1.18809199E8,295.91,1.2975641E8,-7.38,-1.0947211E7,7.38,1.0947211E7
Kentucky,2015,344.44,1.23078417E8,337.06,1.32279233E8,7.38,-9200816.0,7.38,9200816.0
Missouri,2006,334.84,1.00371037E8,342.21,1.02138088E8,-7.37,-1767051.0,7.37,1767051.0
Massachusetts,2015,305.22,1.36537915E8,297.86,1.4281775E8,7.36,-6279835.0,7.36,6279835.0
Iowa,1996,328.11,2.390622E7,335.46,2.501371E7,-7.35,-1107490.0,7.35,1107490.0
Georgia,2000,336.65,7.6810602E7,343.99,8.3645368E7,-7.34,-6834766.0,7.34,6834766.0
Mississippi,2007,327.83,5.9708099E7,335.17,5.6783878E7,-7.34,2924221.0,7.34,2924221.0
Guam,2022,1039.64,1.3721506E7,1046.96,1.4097861E7,-7.32,-376355.0,7.32,376355.0
Montana,2016,341.82,1.9007754E7,349.14,1.9156039E7,-7.32,-148285.0,7.32,148285.0
Alabama,2010,438.52,1.56395483E8,445.84,1.3361635E8,-7.32,2.2779133E7,7.32,2.2779133E7
New Mexico,2008,364.05,3.6314588E7,356.75,3.2663764E7,7.3,3650824.0,7.3,3650824.0
Washington,2011,354.93,1.97127248E8,362.23,1.79458986E8,-7.3,1.7668262E7,7.3,1.7668262E7
Delaware,2003,371.2,7376936.0,363.92,6249976.0,7.28,1126960.0,7.28,1126960.0
Hawaii,2003,468.66,2.2797644E7,461.41,2.3054019E7,7.25,-256375.0,7.25,256375.0
Wisconsin,2015,292.97,1.15908747E8,300.2,1.26342284E8,-7.23,-1.0433537E7,7.23,1.0433537E7
Missouri,1996,355.44,8.1052194E7,362.66,8.6353437E7,-7.22,-5301243.0,7.22,5301243.0
District of Columbia,2001,325.09,1.084303E7,332.3,1.175514E7,-7.21,-912110.0,7.21,912110.0
Montana,2013,373.33,2.2181594E7,380.53,2.2490869E7,-7.2,-309275.0,7.2,309275.0
Washington,2008,299.07,9.110016E7,291.87,8.049886E7,7.2,1.06013E7,7.2,1.06013E7
Georgia,2017,369.43,2.75803106E8,376.62,2.96894249E8,-7.19,-2.1091143E7,7.19,2.1091143E7
Arkansas,1994,360.57,3.8788921E7,367.76,3.9365901E7,-7.19,-576980.0,7.19,576980.0
Connecticut,2018,297.95,6.5422037E7,305.13,7.1107132E7,-7.18,-5685095.0,7.18,5685095.0
South Carolina,1998,324.94,4.3411891E7,332.1,4.6186418E7,-7.16,-2774527.0,7.16,2774527.0
Pennsylvania,1993,348.86,1.82286932E8,356.02,1.78323738E8,-7.16,3963194.0,7.16,3963194.0
Utah,1995,362.83,1.5776651E7,369.97,1.7014375E7,-7.14,-1237724.0,7.14,1237724.0
Texas,2005,396.33,3.93217142E8,389.2,3.46373273E8,7.13,4.6843869E7,7.13,4.6843869E7
Colorado,1992,411.28,4.282398E7,404.19,3.8867974E7,7.09,3956006.0,7.09,3956006.0
Maine,2006,280.05,2.2766389E7,287.13,2.2813016E7,-7.08,-46627.0,7.08,46627.0
Missouri,1995,362.66,8.6353437E7,369.73,8.8772851E7,-7.07,-2419414.0,7.07,2419414.0
Missouri,2017,348.62,1.22238074E8,355.69,1.30419128E8,-7.07,-8181054.0,7.07,8181054.0
New Mexico,1992,452.86,3.5935462E7,459.93,3.1101808E7,-7.07,4833654.0,7.07,4833654.0
North Dakota,2016,350.77,8887177.0,357.83,8894443.0,-7.06,-7266.0,7.06,7266.0
North Carolina,2019,319.79,1.853571E8,326.83,2.13112053E8,-7.04,-2.7754953E7,7.04,2.7754953E7
Nebraska,1989,314.66,1.1389835E7,321.7,1.1236137E7,-7.04,153698.0,7.04,153698.0
New Hampshire,2003,265.77,5977180.0,258.75,5413821.0,7.02,563359.0,7.02,563359.0
Georgia,2015,379.81,3.15427674E8,372.8,3.23809935E8,7.01,-8382261.0,7.01,8382261.0
West Virginia,1996,358.18,4.3127728E7,365.16,4.4682481E7,-6.98,-1554753.0,6.98,1554753.0
Minnesota,2007,295.83,3.9620146E7,302.79,3.8264351E7,-6.96,1355795.0,6.96,1355795.0
Colorado,1989,362.51,3.0111846E7,369.45,2.9556831E7,-6.94,555015.0,6.94,555015.0
Montana,2001,312.46,8357688.0,319.37,8116567.0,-6.91,241121.0,6.91,241121.0
Alabama,1991,424.14,8.1756393E7,417.24,7.0606498E7,6.9,1.1149895E7,6.9,1.1149895E7
Kansas,1991,378.91,2.3530033E7,372.03,2.0666053E7,6.88,2863980.0,6.88,2863980.0
North Carolina,1995,341.0,8.7655698E7,347.86,9.0330172E7,-6.86,-2674474.0,6.86,2674474.0
Wisconsin,2025,310.65,1.15295309E8,317.51,1.17518812E8,-6.86,-2223503.0,6.86,2223503.0
South Carolina,1991,421.54,5.0995347E7,414.69,4.0232641E7,6.85,1.0762706E7,6.85,1.0762706E7
Arkansas,2023,352.08,4.4698181E7,358.92,4.7002463E7,-6.84,-2304282.0,6.84,2304282.0
Alabama,1994,388.5,8.2639446E7,395.34,8.5703979E7,-6.84,-3064533.0,6.84,3064533.0
Virginia,1994,353.57,8.2563055E7,360.41,8.1715279E7,-6.84,847776.0,6.84,847776.0
New York,1998,326.75,2.46364484E8,333.58,2.85224664E8,-6.83,-3.886018E7,6.83,3.886018E7
Ohio,2004,351.72,1.50442131E8,344.9,1.34646256E8,6.82,1.5795875E7,6.82,1.5795875E7
Wisconsin,2003,289.71,3.5669254E7,282.89,3.0822794E7,6.82,4846460.0,6.82,4846460.0
Guam,2015,794.39,1.2410785E7,801.18,1.2269186E7,-6.79,141599.0,6.79,141599.0
Ohio,2006,353.05,1.71392241E8,359.84,1.64078362E8,-6.79,7313879.0,6.79,7313879.0
Michigan,2005,324.6,1.56276323E8,317.82,1.36390784E8,6.78,1.9885539E7,6.78,1.9885539E7
Georgia,2005,388.05,1.48703416E8,381.28,1.37383126E8,6.77,1.132029E7,6.77,1.132029E7
New York,2016,337.9,5.50894013E8,344.66,5.71308693E8,-6.76,-2.041468E7,6.76,2.041468E7
Guam,1990,904.12,3027605.0,910.85,3123664.0,-6.73,-96059.0,6.73,96059.0
Kansas,2015,348.87,4.1908084E7,342.15,4.3617994E7,6.72,-1709910.0,6.72,1709910.0
Kansas,2005,319.08,2.5293751E7,312.37,2.3509636E7,6.71,1784115.0,6.71,1784115.0
Missouri,2024,404.84,1.31435611E8,411.55,1.34591881E8,-6.71,-3156270.0,6.71,3156270.0
Virginia,2016,339.91,1.30369089E8,346.62,1.3830175E8,-6.71,-7932661.0,6.71,7932661.0
Georgia,1998,346.46,8.9243134E7,353.13,9.6330578E7,-6.67,-7087444.0,6.67,7087444.0
New Jersey,2006,318.3,6.1998145E7,324.96,6.1534781E7,-6.66,463364.0,6.66,463364.0
Iowa,1989,324.95,2.1750776E7,331.6,2.2149705E7,-6.65,-398929.0,6.65,398929.0
Mississippi,1992,410.95,8.1238884E7,417.59,7.9399553E7,-6.64,1839331.0,6.64,1839331.0
Minnesota,1996,302.91,3.7406304E7,309.52,4.0121873E7,-6.61,-2715569.0,6.61,2715569.0
Alabama,1996,369.35,7.4936824E7,375.96,7.7786874E7,-6.61,-2850050.0,6.61,2850050.0
North Carolina,2022,551.48,4.43154067E8,544.89,4.45276501E8,6.59,-2122434.0,6.59,2122434.0
North Carolina,1994,347.86,9.0330172E7,354.42,9.0524052E7,-6.56,-193880.0,6.56,193880.0
Mississippi,1995,369.07,6.7726685E7,375.6,7.1798354E7,-6.53,-4071669.0,6.53,4071669.0
Ohio,2007,346.55,1.72776365E8,353.05,1.71392241E8,-6.5,1384124.0,6.5,1384124.0
Vermont,2005,281.33,6365380.0,274.83,5958735.0,6.5,406645.0,6.5,406645.0
Wisconsin,2005,307.2,4.5059634E7,300.7,4.0392857E7,6.5,4666777.0,6.5,4666777.0
South Dakota,2016,386.09,1.6247607E7,392.58,1.688889E7,-6.49,-641283.0,6.49,641283.0
West Virginia,2012,364.25,6.0070621E7,370.72,5.9902231E7,-6.47,168390.0,6.47,168390.0
North Carolina,1998,312.55,6.8400643E7,319.01,7.718143E7,-6.46,-8780787.0,6.46,8780787.0
Arizona,2005,396.89,8.8035302E7,403.34,8.5094179E7,-6.45,2941123.0,6.45,2941123.0
New Mexico,2003,365.08,2.8046067E7,358.63,2.4256661E7,6.45,3789406.0,6.45,3789406.0
Wisconsin,2006,300.76,4.704132E7,307.2,4.5059634E7,-6.44,1981686.0,6.44,1981686.0
New Hampshire,1995,313.14,7773716.0,319.55,8363827.0,-6.41,-590111.0,6.41,590111.0
Tennessee,1992,382.59,1.11144036E8,389.0,9.675721E7,-6.41,1.4386826E7,6.41,1.4386826E7
California,2006,402.93,3.23312714E8,409.33,3.23806923E8,-6.4,-494209.0,6.4,494209.0
New Mexico,2004,371.46,3.2911229E7,365.08,2.8046067E7,6.38,4865162.0,6.38,4865162.0
Minnesota,2008,302.21,4.3353903E7,295.83,3.9620146E7,6.38,3733757.0,6.38,3733757.0
Wyoming,2003,349.08,3594124.0,342.72,3342291.0,6.36,251833.0,6.36,251833.0
Maine,1994,335.5,2.0331263E7,341.86,2.0865113E7,-6.36,-533850.0,6.36,533850.0
Washington,1995,367.47,7.4941222E7,361.15,7.1903456E7,6.32,3037766.0,6.32,3037766.0
Rhode Island,2006,322.01,1.1096045E7,315.7,1.0946486E7,6.31,149559.0,6.31,149559.0
Massachusetts,1994,318.05,6.0185747E7,324.36,6.159182E7,-6.31,-1406073.0,6.31,1406073.0
Virgin Islands,1999,667.17,3630077.0,673.44,3646937.0,-6.27,-16860.0,6.27,16860.0
Minnesota,2003,305.46,3.4197354E7,299.21,3.1083724E7,6.25,3113630.0,6.25,3113630.0
Texas,2002,400.58,2.39491988E8,394.36,2.02905039E8,6.22,3.6586949E7,6.22,3.6586949E7
South Dakota,2024,415.0,1.5606982E7,421.22,1.4857437E7,-6.22,749545.0,6.22,749545.0
New Mexico,2019,317.51,6.6972E7,311.3,6.869205E7,6.21,-1720050.0,6.21,1720050.0
Wyoming,2012,409.51,6316567.0,415.69,6325316.0,-6.18,-8749.0,6.18,8749.0
Rhode Island,2004,306.01,1.0775869E7,299.86,1.033454E7,6.15,441329.0,6.15,441329.0
Tennessee,2015,350.22,2.09062372E8,344.07,2.2147702E8,6.15,-1.2414648E7,6.15,1.2414648E7
District of Columbia,1997,380.74,1.5074055E7,386.87,1.6325447E7,-6.13,-1251392.0,6.13,1251392.0
Kentucky,2006,338.84,8.7682657E7,344.97,8.6089657E7,-6.13,1593000.0,6.13,1593000.0
Washington,2016,298.61,1.60798188E8,304.69,1.73059307E8,-6.08,-1.2261119E7,6.08,1.2261119E7
Utah,2015,405.71,3.5519697E7,399.64,3.592164E7,6.07,-401943.0,6.07,401943.0
Utah,1997,353.49,1.2912212E7,359.54,1.4774514E7,-6.05,-1862302.0,6.05,1862302.0
Massachusetts,2019,282.56,1.19503501E8,276.51,1.24756279E8,6.05,-5252778.0,6.05,5252778.0
Missouri,1989,374.63,5.8406306E7,380.66,5.6738229E7,-6.03,1668077.0,6.03,1668077.0
Georgia,1995,381.42,1.24739153E8,387.44,1.28653239E8,-6.02,-3914086.0,6.02,3914086.0
Nevada,2004,324.93,1.759962E7,330.95,1.6794183E7,-6.02,805437.0,6.02,805437.0
Georgia,2019,355.4,2.16716818E8,349.39,2.4830163E8,6.01,-3.1584812E7,6.01,3.1584812E7
Arkansas,2003,361.52,4.6048301E7,355.52,4.1150612E7,6.0,4897689.0,6.0,4897689.0
Massachusetts,2011,349.58,1.58882427E8,355.54,1.49021564E8,-5.96,9860863.0,5.96,9860863.0
Connecticut,1992,295.64,2.5933788E7,289.71,2.1704285E7,5.93,4229503.0,5.93,4229503.0
Virginia,2006,316.76,7.1516973E7,322.69,7.040066E7,-5.93,1116313.0,5.93,1116313.0
District of Columbia,2002,331.01,1.1707637E7,325.09,1.084303E7,5.92,864607.0,5.92,864607.0
Connecticut,2005,289.3,3.1472415E7,283.38,2.9441161E7,5.92,2031254.0,5.92,2031254.0
Nebraska,2025,371.39,2.7719032E7,377.31,2.8732214E7,-5.92,-1013182.0,5.92,1013182.0
South Dakota,2015,392.58,1.688889E7,386.68,1.6911765E7,5.9,-22875.0,5.9,22875.0
Missouri,2019,339.04,1.04621978E8,333.14,1.1231367E8,5.9,-7691692.0,5.9,7691692.0
Louisiana,1994,427.08,1.16971338E8,432.95,1.22256078E8,-5.87,-5284740.0,5.87,5284740.0
Connecticut,2011,393.13,8.2729509E7,387.29,7.3009213E7,5.84,9720296.0,5.84,9720296.0
South Carolina,2005,358.68,7.9658454E7,352.86,7.4285649E7,5.82,5372805.0,5.82,5372805.0
Wyoming,1998,349.04,3410925.0,354.84,3778037.0,-5.8,-367112.0,5.8,367112.0
Virgin Islands,2019,449.29,4496464.0,443.52,6134251.0,5.77,-1637787.0,5.77,1637787.0
Wyoming,2013,403.75,6480014.0,409.51,6316567.0,-5.76,163447.0,5.76,163447.0
Wisconsin,2007,295.0,4.8552532E7,300.76,4.704132E7,-5.76,1511212.0,5.76,1511212.0
Hawaii,2014,608.05,6.0139792E7,602.3,5.8508671E7,5.75,1631121.0,5.75,1631121.0
Connecticut,1993,289.9,2.7228392E7,295.64,2.5933788E7,-5.74,1294604.0,5.74,1294604.0
Virgin Islands,1989,733.84,4092313.0,728.1,3411702.0,5.74,680611.0,5.74,680611.0
Montana,1996,354.28,1.0062951E7,360.0,1.0165999E7,-5.72,-103048.0,5.72,103048.0
Vermont,2015,314.12,1.3974944E7,308.41,1.447285E7,5.71,-497906.0,5.71,497906.0
South Dakota,2006,375.29,8991976.0,380.94,8726815.0,-5.65,265161.0,5.65,265161.0
West Virginia,2004,308.77,3.4293577E7,303.14,3.2350158E7,5.63,1943419.0,5.63,1943419.0
Oregon,1995,342.74,4.5456709E7,348.36,4.4683859E7,-5.62,772850.0,5.62,772850.0
Arizona,1996,406.9,6.3345299E7,412.51,7.0761636E7,-5.61,-7416337.0,5.61,7416337.0
California,1999,390.01,2.83601059E8,395.61,3.26730618E8,-5.6,-4.3129559E7,5.6,4.3129559E7
Alabama,2000,348.58,5.4617085E7,354.15,5.5982554E7,-5.57,-1365469.0,5.57,1365469.0
Florida,2005,338.56,2.40216791E8,333.0,2.17792856E8,5.56,2.2423935E7,5.56,2.2423935E7
West Virginia,2022,503.46,8.5374675E7,509.0,8.2371436E7,-5.54,3003239.0,5.54,3003239.0
New Mexico,1999,358.52,2.3423476E7,364.06,2.3813979E7,-5.54,-390503.0,5.54,390503.0
Virgin Islands,2022,717.01,7817549.0,711.48,8547620.0,5.53,-730071.0,5.53,730071.0
Oklahoma,1994,371.52,5.630537E7,377.05,5.5506144E7,-5.53,799226.0,5.53,799226.0
Delaware,2002,363.92,6249976.0,358.41,5081302.0,5.51,1168674.0,5.51,1168674.0
Arkansas,2016,339.28,6.2340771E7,344.79,7.2773564E7,-5.51,-1.0432793E7,5.51,1.0432793E7
Arizona,2000,398.95,3.8581898E7,404.45,3.826137E7,-5.5,320528.0,5.5,320528.0
New Hampshire,2015,290.75,1.473978E7,296.25,1.5707616E7,-5.5,-967836.0,5.5,967836.0
Texas,1994,425.9,4.2400341E8,431.39,4.2583553E8,-5.49,-1832120.0,5.49,1832120.0
Michigan,2008,329.71,2.00182674E8,324.22,1.82348357E8,5.49,1.7834317E7,5.49,1.7834317E7
Indiana,2007,354.61,9.0795399E7,349.12,8.7548284E7,5.49,3247115.0,5.49,3247115.0
Illinois,1998,357.12,1.35914158E8,362.6,1.5360653E8,-5.48,-1.7692372E7,5.48,1.7692372E7
District of Columbia,2007,301.95,1.3727158E7,307.41,1.3887847E7,-5.46,-160689.0,5.46,160689.0
Wyoming,1989,401.58,4013899.0,396.15,3701358.0,5.43,312541.0,5.43,312541.0
Oregon,2001,269.28,3.9952624E7,274.71,3.2364592E7,-5.43,7588032.0,5.43,7588032.0
Kentucky,1998,353.2,5.684275E7,358.61,6.0927109E7,-5.41,-4084359.0,5.41,4084359.0
Rhode Island,1992,346.92,1.3476638E7,341.51,1.2063666E7,5.41,1412972.0,5.41,1412972.0
New Hampshire,2022,523.9,1.9257881E7,518.5,1.8690926E7,5.4,566955.0,5.4,566955.0
Hawaii,1995,574.35,3.2437022E7,568.95,2.9093557E7,5.4,3343465.0,5.4,3343465.0
New Jersey,2012,391.98,1.62542278E8,397.38,1.53077231E8,-5.4,9465047.0,5.4,9465047.0
Wisconsin,1996,323.93,3.2555011E7,329.32,3.8204851E7,-5.39,-5649840.0,5.39,5649840.0
Rhode Island,2019,299.73,2.5344595E7,294.37,2.7629716E7,5.36,-2285121.0,5.36,2285121.0
Delaware,2008,343.93,1.1662811E7,338.58,1.0076645E7,5.35,1586166.0,5.35,1586166.0
Oklahoma,1998,321.85,3.7953054E7,327.18,4.1455142E7,-5.33,-3502088.0,5.33,3502088.0
Mississippi,2004,349.07,5.3361766E7,343.74,5.0343623E7,5.33,3018143.0,5.33,3018143.0
Arkansas,1995,355.25,3.7876721E7,360.57,3.8788921E7,-5.32,-912200.0,5.32,912200.0
Montana,2005,356.82,1.2416913E7,351.51,1.1752079E7,5.31,664834.0,5.31,664834.0
Louisiana,2007,367.72,9.8951577E7,373.01,9.8223764E7,-5.29,727813.0,5.29,727813.0
South Dakota,1991,428.22,7867226.0,422.95,7353887.0,5.27,513339.0,5.27,513339.0
Virginia,2022,551.64,2.27834284E8,546.39,2.07076959E8,5.25,2.0757325E7,5.25,2.0757325E7
New Hampshire,2004,271.01,6512306.0,265.77,5977180.0,5.24,535126.0,5.24,535126.0
Guam,2025,833.65,1.0970534E7,838.89,1.0360414E7,-5.24,610120.0,5.24,610120.0
Connecticut,2007,295.81,3.3850824E7,290.57,3.2643041E7,5.24,1207783.0,5.24,1207783.0
North Carolina,1992,373.47,9.0365994E7,378.68,8.0148474E7,-5.21,1.021752E7,5.21,1.021752E7
Nevada,1999,317.98,8946770.0,323.17,1.0196419E7,-5.19,-1249649.0,5.19,1249649.0
Rhode Island,1993,341.78,1.3899496E7,346.92,1.3476638E7,-5.14,422858.0,5.14,422858.0
Oklahoma,1992,392.22,5.4453824E7,387.08,4.7170896E7,5.14,7282928.0,5.14,7282928.0
Missouri,2001,315.19,6.3815855E7,310.07,5.7151882E7,5.12,6663973.0,5.12,6663973.0
Tennessee,2016,345.1,1.84727747E8,350.22,2.09062372E8,-5.12,-2.4334625E7,5.12,2.4334625E7
Arizona,2024,381.09,1.73029759E8,386.2,1.70559813E8,-5.11,2469946.0,5.11,2469946.0
Rhode Island,1998,312.71,1.0047905E7,307.6,1.1082666E7,5.11,-1034761.0,5.11,1034761.0
Maryland,2025,332.39,1.24434086E8,337.49,1.29008304E8,-5.1,-4574218.0,5.1,4574218.0
Colorado,2008,385.22,4.3741274E7,380.12,4.054883E7,5.1,3192444.0,5.1,3192444.0
Minnesota,2019,278.48,5.330005E7,273.4,5.7539108E7,5.08,-4239058.0,5.08,4239058.0
Alaska,2016,570.44,2.0087903E7,565.37,1.9386478E7,5.07,701425.0,5.07,701425.0
California,1996,380.42,4.37177928E8,375.35,4.42309267E8,5.07,-5131339.0,5.07,5131339.0
Georgia,1992,413.49,1.22854522E8,418.55,1.07807915E8,-5.06,1.5046607E7,5.06,1.5046607E7
West Virginia,1998,338.28,3.657982E7,343.33,3.9697098E7,-5.05,-3117278.0,5.05,3117278.0
Alabama,1989,396.21,6.2935336E7,401.25,6.1987748E7,-5.04,947588.0,5.04,947588.0
Georgia,2010,463.82,3.30056453E8,468.85,2.69904871E8,-5.03,6.0151582E7,5.03,6.0151582E7
Montana,2024,349.6,1.4554262E7,344.57,1.4728629E7,5.03,-174367.0,5.03,174367.0
Minnesota,2006,302.79,3.8264351E7,307.82,3.8356664E7,-5.03,-92313.0,5.03,92313.0
Washington,2007,291.87,8.049886E7,296.89,8.0787838E7,-5.02,-288978.0,5.02,288978.0
South Carolina,2003,353.42,6.779335E7,348.41,5.6240171E7,5.01,1.1553179E7,5.01,1.1553179E7
West Virginia,2005,313.78,3.6223896E7,308.77,3.4293577E7,5.01,1930319.0,5.01,1930319.0
New Hampshire,1992,353.31,8869248.0,348.32,7533981.0,4.99,1335267.0,4.99,1335267.0
New Jersey,2002,319.91,4.7667901E7,314.92,4.5291436E7,4.99,2376465.0,4.99,2376465.0
New Mexico,1995,404.03,3.4968056E7,409.01,3.5509219E7,-4.98,-541163.0,4.98,541163.0
Oregon,1998,295.19,3.2265374E7,300.16,3.5118531E7,-4.97,-2853157.0,4.97,2853157.0
Idaho,2010,472.3,3.9746546E7,477.25,2.8539191E7,-4.95,1.1207355E7,4.95,1.1207355E7
Alabama,2003,371.3,6.9967676E7,366.38,6.4560712E7,4.92,5406964.0,4.92,5406964.0
Maine,2007,275.16,2.268058E7,280.05,2.2766389E7,-4.89,-85809.0,4.89,85809.0
South Dakota,1989,412.71,7016321.0,417.58,6960103.0,-4.87,56218.0,4.87,56218.0
West Virginia,2010,389.17,6.0879934E7,384.3,5.5314374E7,4.87,5565560.0,4.87,5565560.0
West Virginia,1991,423.31,4.5818146E7,418.45,4.0852523E7,4.86,4965623.0,4.86,4965623.0
New Jersey,2005,324.96,6.1534781E7,320.1,5.6618348E7,4.86,4916433.0,4.86,4916433.0
New York,1993,357.64,3.43531616E8,362.48,3.17706214E8,-4.84,2.5825402E7,4.84,2.5825402E7
Virgin Islands,2024,561.99,6053757.0,566.82,6058183.0,-4.83,-4426.0,4.83,4426.0
Oklahoma,1999,317.02,3.5332522E7,321.85,3.7953054E7,-4.83,-2620532.0,4.83,2620532.0
Virginia,2010,411.18,1.54751098E8,406.35,1.28589123E8,4.83,2.6161975E7,4.83,2.6161975E7
Tennessee,2017,340.31,1.72476406E8,345.1,1.84727747E8,-4.79,-1.2251341E7,4.79,1.2251341E7
Iowa,2015,319.88,5.8439429E7,315.1,6.019586E7,4.78,-1756431.0,4.78,1756431.0
Utah,2005,365.49,1.9688553E7,370.25,1.8428465E7,-4.76,1260088.0,4.76,1260088.0
Arizona,1998,400.1,4.0901133E7,395.35,4.9509889E7,4.75,-8608756.0,4.75,8608756.0
Wisconsin,1995,329.32,3.8204851E7,334.07,4.0618021E7,-4.75,-2413170.0,4.75,2413170.0
Arkansas,1992,388.08,4.0227465E7,392.81,3.7670663E7,-4.73,2556802.0,4.73,2556802.0
Idaho,2001,308.27,7646245.0,312.98,7303502.0,-4.71,342743.0,4.71,342743.0
Kentucky,1991,424.58,7.9856133E7,419.88,7.1302204E7,4.7,8553929.0,4.7,8553929.0
Vermont,1992,299.72,7169988.0,295.02,6380322.0,4.7,789666.0,4.7,789666.0
District of Columbia,2017,308.19,2.1817907E7,312.88,2.3414229E7,-4.69,-1596322.0,4.69,1596322.0
Minnesota,2010,366.66,7.9732793E7,371.35,6.6406245E7,-4.69,1.3326548E7,4.69,1.3326548E7
Texas,2015,384.3,5.98725851E8,379.63,6.03712545E8,4.67,-4986694.0,4.67,4986694.0
Delaware,1994,401.23,8755191.0,405.89,8807179.0,-4.66,-51988.0,4.66,51988.0
Rhode Island,2000,277.48,9188172.0,272.82,9325902.0,4.66,-137730.0,4.66,137730.0
California,2002,399.18,2.59017791E8,394.53,2.46864466E8,4.65,1.2153325E7,4.65,1.2153325E7
Connecticut,2002,250.41,2.2497636E7,255.06,2.106266E7,-4.65,1434976.0,4.65,1434976.0
Nevada,1989,365.66,7291611.0,361.02,6429679.0,4.64,861932.0,4.64,861932.0
Connecticut,1997,303.05,2.8397559E7,307.67,3.047691E7,-4.62,-2079351.0,4.62,2079351.0
Georgia,2001,341.26,8.2320856E7,336.65,7.6810602E7,4.61,5510254.0,4.61,5510254.0
West Virginia,1989,403.93,3.8231858E7,408.53,3.756669E7,-4.6,665168.0,4.6,665168.0
New Mexico,2022,531.04,1.38892289E8,535.64,1.46949147E8,-4.6,-8056858.0,4.6,8056858.0
Louisiana,1992,464.78,1.31012957E8,460.19,1.21697076E8,4.59,9315881.0,4.59,9315881.0
Michigan,2025,333.87,2.64581398E8,338.46,2.6505664E8,-4.59,-475242.0,4.59,475242.0
District of Columbia,1998,376.18,1.4098298E7,380.74,1.5074055E7,-4.56,-975757.0,4.56,975757.0
Wyoming,2007,352.95,3336301.0,348.4,3470948.0,4.55,-134647.0,4.55,134647.0
Rhode Island,2022,473.75,4.0559412E7,469.2,4.088378E7,4.55,-324368.0,4.55,324368.0
Nebraska,1992,349.66,1.5192866E7,345.11,1.3811765E7,4.55,1381101.0,4.55,1381101.0
Texas,2007,379.23,3.60264377E8,383.77,3.74012866E8,-4.54,-1.3748489E7,4.54,1.3748489E7
Arizona,1994,410.15,7.6630677E7,414.69,7.550966E7,-4.54,1121017.0,4.54,1121017.0
Kansas,2000,245.83,1.3285409E7,250.35,1.3078708E7,-4.52,206701.0,4.52,206701.0
Pennsylvania,1992,356.02,1.78323738E8,351.5,1.6458573E8,4.52,1.3738008E7,4.52,1.3738008E7
Rhode Island,2001,281.98,9232372.0,277.48,9188172.0,4.5,44200.0,4.5,44200.0
Nebraska,2006,327.17,1.6844538E7,331.66,1.6687074E7,-4.49,157464.0,4.49,157464.0
Pennsylvania,2025,334.18,3.60273172E8,338.66,3.68388571E8,-4.48,-8115399.0,4.48,8115399.0
Vermont,2010,364.31,1.5771428E7,359.83,1.3759104E7,4.48,2012324.0,4.48,2012324.0
District of Columbia,2016,312.88,2.3414229E7,317.34,2.5156369E7,-4.46,-1742140.0,4.46,1742140.0
Indiana,2005,361.96,8.7967228E7,357.52,8.1912112E7,4.44,6055116.0,4.44,6055116.0
North Dakota,2004,320.09,5914360.0,315.65,5566879.0,4.44,347481.0,4.44,347481.0
Rhode Island,1994,346.2,1.396798E7,341.78,1.3899496E7,4.42,68484.0,4.42,68484.0
Iowa,2025,351.69,4.5458745E7,356.09,4.571884E7,-4.4,-260095.0,4.4,260095.0
New York,1996,361.23,3.51751319E8,356.84,3.62834691E8,4.39,-1.1083372E7,4.39,1.1083372E7
Iowa,2004,336.11,2.7173995E7,331.73,2.2510158E7,4.38,4663837.0,4.38,4663837.0
West Virginia,2016,317.1,5.607177E7,312.73,5.6790987E7,4.37,-719217.0,4.37,719217.0
California,2000,385.65,2.53088521E8,390.01,2.83601059E8,-4.36,-3.0512538E7,4.36,3.0512538E7
Guam,2008,925.25,7854580.0,929.61,7369540.0,-4.36,485040.0,4.36,485040.0
Arizona,1999,404.45,3.826137E7,400.1,4.0901133E7,4.35,-2639763.0,4.35,2639763.0
Florida,2002,280.26,1.3530757E8,275.91,1.20677705E8,4.35,1.4629865E7,4.35,1.4629865E7
Oklahoma,2025,387.35,1.31783971E8,391.69,1.31970004E8,-4.34,-186033.0,4.34,186033.0
Illinois,2015,353.06,3.72738292E8,357.37,3.6905001E8,-4.31,3688282.0,4.31,3688282.0
Rhode Island,2017,309.16,2.9573488E7,304.92,3.0651565E7,4.24,-1078077.0,4.24,1078077.0
