date,state,households,participation,per_person,total_cost,prev_per_person,prev_total_cost,per_person_change,total_cost_change,abs_person_change,abs_total_cost_change
2018-10-01,Virginia,345364,715559,318.08,1.09852317E8,318.64,1.10301191E8,-0.56,-448874.0,0.56,448874.0
1994-07-01,Nebraska,44235,109101,321.12,1.4204406E7,321.68,1.4355148E7,-0.56,-150742.0,0.56,150742.0
2014-01-01,Nebraska,78831,178333,355.73,2.8042276E7,355.17,2.8038224E7,0.56,4052.0,0.56,4052.0
2007-09-01,Delaware,30330,69941,333.9,1.012733E7,333.35,1.0115083E7,0.55,12247.0,0.55,12247.0
1996-08-01,Arizona,156879,424937,408.18,6.4035817E7,408.73,6.4114436E7,-0.55,-78619.0,0.55,78619.0
2018-07-01,Louisiana,394958,848378,346.74,1.36946201E8,347.29,1.38950741E8,-0.55,-2004540.0,0.55,2004540.0
1994-07-01,New Hampshire,25967,60833,316.4,8216031.0,315.85,8322578.0,0.55,-106547.0,0.55,106547.0
2015-04-01,North Carolina,796349,1627167,340.92,2.71493756E8,341.47,2.72711529E8,-0.55,-1217773.0,0.55,1217773.0
2012-02-01,California,1750085,3925017,476.85,8.34529614E8,477.4,8.36139848E8,-0.55,-1610234.0,0.55,1610234.0
1993-05-01,West Virginia,125559,326412,398.68,5.0057657E7,398.13,5.0724765E7,0.55,-667108.0,0.55,667108.0
2011-07-01,West Virginia,161328,346088,368.24,5.940679E7,367.69,5.9241112E7,0.55,165678.0,0.55,165678.0
2015-07-01,Maryland,404632,778671,318.6,1.28915616E8,319.15,1.28952201E8,-0.55,-36585.0,0.55,36585.0
2012-04-01,Utah,115217,280865,413.95,4.7695194E7,414.5,4.8609169E7,-0.55,-913975.0,0.55,913975.0
2016-07-01,Pennsylvania,946675,1854367,320.98,3.03868814E8,321.53,3.03972E8,-0.55,-103186.0,0.55,103186.0
1991-12-01,District of Columbia,36771,82646,370.73,1.3632313E7,371.28,1.3436365E7,-0.55,195948.0,0.55,195948.0
2019-08-01,Florida,1507501,2770280,275.24,4.14920016E8,275.79,4.16429121E8,-0.55,-1509105.0,0.55,1509105.0
2011-06-01,Kentucky,387018,831476,395.62,1.53109996E8,395.07,1.51532453E8,0.55,1577543.0,0.55,1577543.0
1990-03-01,New Mexico,54762,163182,481.27,2.6354852E7,481.82,2.5481087E7,-0.55,873765.0,0.55,873765.0
2014-05-01,Ohio,841476,1735294,345.72,2.90909115E8,346.27,2.93296309E8,-0.55,-2387194.0,0.55,2387194.0
2016-08-01,Rhode Island,99987,169693,303.51,3.034676E7,302.96,3.0246811E7,0.55,99949.0,0.55,99949.0
2019-07-01,Tennessee,425845,889405,317.86,1.35358525E8,317.31,1.34585285E8,0.55,773240.0,0.55,773240.0
2012-06-01,Arkansas,220076,500190,390.12,8.5856954E7,390.67,8.5293662E7,-0.55,563292.0,0.55,563292.0
2015-07-01,Arkansas,211026,461166,341.72,7.2112539E7,342.27,7.2233911E7,-0.55,-121372.0,0.55,121372.0
1994-09-01,Illinois,494392,1171388,388.37,1.92001155E8,387.82,1.92987708E8,0.55,-986553.0,0.55,986553.0
1993-08-01,Minnesota,133677,323530,322.56,4.3118232E7,323.11,4.3215776E7,-0.55,-97544.0,0.55,97544.0
1994-09-01,New York,1023036,2179821,352.02,3.6013343E8,352.57,3.6062004E8,-0.55,-486610.0,0.55,486610.0
2009-09-01,Vermont,40123,81569,369.05,1.4807208E7,368.5,1.4533699E7,0.55,273509.0,0.55,273509.0
2004-12-01,Virgin Islands,4734,13910,646.72,3061568.0,647.27,3036992.0,-0.55,24576.0,0.55,24576.0
2012-07-01,Virgin Islands,10983,25663,587.96,6457627.0,587.41,6356923.0,0.55,100704.0,0.55,100704.0
2000-12-01,Nevada,30128,65188,317.48,9565167.0,318.03,9442827.0,-0.55,122340.0,0.55,122340.0
2016-10-01,Nevada,224655,443138,313.84,7.0503671E7,313.29,7.0154878E7,0.55,348793.0,0.55,348793.0
2016-12-01,Nevada,224436,441145,312.35,7.0102717E7,312.9,7.0382265E7,-0.55,-279548.0,0.55,279548.0
2004-03-01,Colorado,106344,248464,354.52,3.7700815E7,353.97,3.6766688E7,0.55,934127.0,0.55,934127.0
2014-07-01,Iowa,189665,400241,312.18,5.9208073E7,311.63,5.9626952E7,0.55,-418879.0,0.55,418879.0
2016-11-01,Massachusetts,446118,768910,291.6,1.30086808E8,291.05,1.30206641E8,0.55,-119833.0,0.55,119833.0
2017-07-01,Massachusetts,444034,761847,284.28,1.26231128E8,284.83,1.26158819E8,-0.55,72309.0,0.55,72309.0
2022-11-01,Indiana,282679,597005,435.31,1.23051803E8,435.86,1.23736967E8,-0.55,-685164.0,0.55,685164.0
2024-12-01,New Jersey,445400,837730,382.23,1.7024344E8,381.68,1.71502779E8,0.55,-1259339.0,0.55,1259339.0
2024-07-01,North Dakota,26082,50324,383.68,1.0007019E7,383.13,9892050.0,0.55,114969.0,0.55,114969.0
2015-03-01,Virginia,401139,855200,350.07,1.40426423E8,350.62,1.40901342E8,-0.55,-474919.0,0.55,474919.0
2015-08-01,Mississippi,293913,629081,347.88,1.02244226E8,348.43,1.01993878E8,-0.55,250348.0,0.55,250348.0
2007-09-01,Nebraska,51584,119943,315.59,1.6279357E7,315.04,1.6324543E7,0.55,-45186.0,0.55,45186.0
2006-09-01,Texas,955634,2452296,377.48,3.60737478E8,378.02,3.58085864E8,-0.54,2651614.0,0.54,2651614.0
2023-04-01,Wyoming,14482,29980,404.74,5861497.0,405.28,5957712.0,-0.54,-96215.0,0.54,96215.0
2010-09-01,Delaware,56394,124755,419.96,2.3683583E7,419.42,2.3013793E7,0.54,669790.0,0.54,669790.0
2015-10-01,Delaware,70529,147127,360.32,2.5412777E7,360.86,2.5762498E7,-0.54,-349721.0,0.54,349721.0
1990-06-01,Arizona,114382,329706,447.42,5.1175493E7,447.96,5.0435524E7,-0.54,739969.0,0.54,739969.0
2019-09-01,Arizona,375236,798130,324.6,1.21801147E8,325.14,1.21913528E8,-0.54,-112381.0,0.54,112381.0
2017-07-01,Louisiana,405891,880083,363.07,1.47368109E8,362.53,1.47347782E8,0.54,20327.0,0.54,20327.0
2009-03-01,New Hampshire,37905,77443,340.16,1.2893825E7,340.7,1.2471663E7,-0.54,422162.0,0.54,422162.0
2019-10-01,New Hampshire,38855,73416,242.24,9412215.0,242.78,9407059.0,-0.54,5156.0,0.54,5156.0
1989-07-01,North Carolina,152545,386258,318.48,4.8583696E7,319.02,4.895748E7,-0.54,-373784.0,0.54,373784.0
2012-06-01,North Carolina,791703,1674350,362.74,2.87178624E8,362.2,2.83186472E8,0.54,3992152.0,0.54,3992152.0
2013-06-01,North Carolina,777783,1734913,372.1,2.89414709E8,371.56,2.8722787E8,0.54,2186839.0,0.54,2186839.0
2017-06-01,North Carolina,669302,1407129,325.28,2.17712985E8,325.82,2.17678826E8,-0.54,34159.0,0.54,34159.0
1990-09-01,Georgia,210237,561333,386.7,8.1300077E7,386.16,7.9890561E7,0.54,1409516.0,0.54,1409516.0
2007-06-01,South Carolina,233584,545309,343.74,8.0291194E7,343.2,7.9301619E7,0.54,989575.0,0.54,989575.0
2004-02-01,Maryland,122068,268562,333.35,4.0690858E7,332.81,4.0505425E7,0.54,185433.0,0.54,185433.0
2019-05-01,Maryland,331601,611598,270.5,8.9697288E7,271.04,9.0023696E7,-0.54,-326408.0,0.54,326408.0
2003-12-01,Missouri,274110,642121,348.43,9.5508226E7,348.97,9.4950321E7,-0.54,557905.0,0.54,557905.0
1989-07-01,Florida,267273,683036,375.09,1.00247706E8,374.55,9.9174401E7,0.54,1073305.0,0.54,1073305.0
2009-03-01,Florida,968718,1886647,343.66,3.32912161E8,343.12,3.24258314E8,0.54,8653847.0,0.54,8653847.0
2023-03-01,Florida,1710668,3061883,351.52,6.01334333E8,350.98,6.04817997E8,0.54,-3483664.0,0.54,3483664.0
2010-02-01,Kentucky,348872,768927,418.14,1.45881025E8,417.6,1.45874409E8,0.54,6616.0,0.54,6616.0
2022-11-01,Kentucky,253131,551185,412.2,1.04340887E8,412.74,1.04067593E8,-0.54,273294.0,0.54,273294.0
1991-07-01,Tennessee,246660,626142,379.6,9.3632112E7,380.14,9.2080028E7,-0.54,1552084.0,0.54,1552084.0
2010-09-01,Tennessee,600111,1267478,421.51,2.52950376E8,420.97,2.50715528E8,0.54,2234848.0,0.54,2234848.0
2002-09-01,Arkansas,117017,293627,350.43,4.1005889E7,350.97,4.0597855E7,-0.54,408034.0,0.54,408034.0
2018-09-01,Arkansas,161019,362454,316.88,5.1023537E7,316.34,5.0861911E7,0.54,161626.0,0.54,161626.0
1989-06-01,Connecticut,43654,115283,264.55,1.1548744E7,264.01,1.1586959E7,0.54,-38215.0,0.54,38215.0
2016-08-01,Connecticut,242597,426007,312.3,7.5764343E7,312.84,7.5768393E7,-0.54,-4050.0,0.54,4050.0
2012-06-01,Idaho,99502,231059,422.39,4.2029157E7,422.93,4.2414829E7,-0.54,-385672.0,0.54,385672.0
1996-08-01,Illinois,464124,1091297,376.42,1.7470239E8,375.88,1.7445773E8,0.54,244660.0,0.54,244660.0
2008-07-01,Illinois,605662,1320993,354.43,2.1466455E8,354.97,2.12528912E8,-0.54,2135638.0,0.54,2135638.0
1993-03-01,New York,949003,2059214,360.24,3.41875491E8,360.78,3.35920097E8,-0.54,5955394.0,0.54,5955394.0
2010-07-01,Vermont,42949,86244,365.31,1.5689296E7,364.77,1.5667115E7,0.54,22181.0,0.54,22181.0
1989-08-01,Wisconsin,96117,280511,343.28,3.2995097E7,342.74,3.3322781E7,0.54,-327684.0,0.54,327684.0
2005-05-01,Nevada,55021,121260,326.02,1.7937691E7,325.48,1.7907291E7,0.54,30400.0,0.54,30400.0
2017-08-01,Oklahoma,273231,600192,354.0,9.6722295E7,354.54,9.6108564E7,-0.54,613731.0,0.54,613731.0
2015-09-01,Washington,562566,1041550,300.84,1.69238143E8,301.38,1.70197141E8,-0.54,-958998.0,0.54,958998.0
1991-12-01,Indiana,152333,430094,465.65,7.0934905E7,465.11,6.870337E7,0.54,2231535.0,0.54,2231535.0
2009-01-01,Indiana,289304,675871,418.14,1.20968744E8,417.6,1.19993917E8,0.54,974827.0,0.54,974827.0
2015-09-01,Indiana,364690,803182,371.89,1.35624666E8,371.35,1.36709405E8,0.54,-1084739.0,0.54,1084739.0
2003-04-01,New Jersey,159251,340561,313.01,4.9846537E7,312.47,4.8986987E7,0.54,859550.0,0.54,859550.0
2004-03-01,New Jersey,172307,367715,316.67,5.4564264E7,316.13,5.3148684E7,0.54,1415580.0,0.54,1415580.0
2017-03-01,New Jersey,408473,821265,304.34,1.24312521E8,304.88,1.25218172E8,-0.54,-905651.0,0.54,905651.0
2024-06-01,New Jersey,434274,821777,382.14,1.65952808E8,382.68,1.71490195E8,-0.54,-5537387.0,0.54,5537387.0
2012-02-01,North Dakota,27375,59195,399.75,1.0943147E7,399.21,1.0956525E7,0.54,-13378.0,0.54,13378.0
2018-05-01,North Dakota,25087,52718,324.32,8136377.0,323.78,8166924.0,0.54,-30547.0,0.54,30547.0
2010-02-01,Virginia,358971,774978,416.15,1.49387739E8,415.61,1.48143164E8,0.54,1244575.0,0.54,1244575.0
2008-07-01,Mississippi,190211,454840,327.61,6.2315321E7,328.15,6.188009E7,-0.54,435231.0,0.54,435231.0
2017-08-01,Mississippi,241096,528500,335.44,8.0872314E7,335.98,8.0691442E7,-0.54,180872.0,0.54,180872.0
2001-11-01,Nebraska,35906,83784,299.42,1.0750907E7,298.88,1.0630647E7,0.54,120260.0,0.54,120260.0
2008-05-01,Nebraska,52363,121361,313.97,1.6440735E7,314.51,1.639779E7,-0.54,42945.0,0.54,42945.0
1991-12-01,Texas,863909,2398407,473.82,4.09333301E8,474.35,4.01961642E8,-0.53,7371659.0,0.53,7371659.0
2004-11-01,Texas,927670,2418671,407.87,3.78370379E8,407.34,3.77868098E8,0.53,502281.0,0.53,502281.0
2010-03-01,Delaware,49476,110245,423.99,2.0976933E7,423.46,2.0543978E7,0.53,432955.0,0.53,432955.0
2018-08-01,Kansas,99778,213641,311.7,3.1101763E7,311.17,3.1011134E7,0.53,90629.0,0.53,90629.0
2020-08-01,Louisiana,411534,858903,456.6,1.87905366E8,457.13,1.88143976E8,-0.53,-238610.0,0.53,238610.0
2010-11-01,New Hampshire,52956,111518,374.81,1.9848587E7,375.34,1.9725262E7,-0.53,123325.0,0.53,123325.0
2004-05-01,North Carolina,317232,750459,340.22,1.07927446E8,340.75,1.07339525E8,-0.53,587921.0,0.53,587921.0
2024-04-01,North Carolina,697467,1397364,357.13,2.49085977E8,357.66,2.50217637E8,-0.53,-1131660.0,0.53,1131660.0
2009-10-01,South Dakota,37072,88601,480.05,1.7796815E7,479.52,1.7309187E7,0.53,487628.0,0.53,487628.0
2015-03-01,South Dakota,43492,98954,394.8,1.7170932E7,395.33,1.7297043E7,-0.53,-126111.0,0.53,126111.0
1996-07-01,South Carolina,140730,358618,365.02,5.1370147E7,364.49,5.1178924E7,0.53,191223.0,0.53,191223.0
2009-08-01,West Virginia,145566,324217,397.01,5.7792043E7,396.48,5.6764412E7,0.53,1027631.0,0.53,1027631.0
1998-09-01,Montana,24586,59336,329.19,8093368.0,328.66,8207736.0,0.53,-114368.0,0.53,114368.0
1991-05-01,District of Columbia,33146,74247,334.17,1.1076431E7,334.7,1.0968421E7,-0.53,108010.0,0.53,108010.0
1991-11-01,District of Columbia,36189,81441,371.28,1.3436365E7,370.75,1.3154854E7,0.53,281511.0,0.53,281511.0
2019-12-01,Florida,1491364,2731271,276.79,4.12794616E8,277.32,4.18646108E8,-0.53,-5851492.0,0.53,5851492.0
2013-08-01,Kentucky,422092,873683,367.08,1.54939213E8,366.55,1.55861835E8,0.53,-922622.0,0.53,922622.0
2005-05-01,Ohio,455963,1023603,355.22,1.61967357E8,354.69,1.59023333E8,0.53,2944024.0,0.53,2944024.0
2010-02-01,Ohio,736638,1580984,458.4,3.37667113E8,457.87,3.36485442E8,0.53,1181671.0,0.53,1181671.0
1991-03-01,Rhode Island,34178,78250,356.27,1.2176249E7,356.8,1.2243465E7,-0.53,-67216.0,0.53,67216.0
2015-05-01,Tennessee,600945,1205546,351.82,2.11423788E8,352.35,2.13466323E8,-0.53,-2042535.0,0.53,2042535.0
2002-06-01,Arkansas,114213,286134,351.7,4.0168962E7,351.17,3.9942126E7,0.53,226836.0,0.53,226836.0
2021-11-01,Arkansas,158070,319455,357.84,5.6562807E7,357.31,5.7057807E7,0.53,-495000.0,0.53,495000.0
2015-09-01,Connecticut,248460,440819,323.05,8.0265601E7,323.58,8.0235453E7,-0.53,30148.0,0.53,30148.0
1989-07-01,Illinois,395337,974221,391.72,1.54856585E8,392.25,1.57171985E8,-0.53,-2315400.0,0.53,2315400.0
2014-03-01,New York,1688839,3109524,345.32,5.83195444E8,345.85,5.83927836E8,-0.53,-732392.0,0.53,732392.0
2014-06-01,Vermont,46504,89144,302.92,1.4087469E7,303.45,1.4218088E7,-0.53,-130619.0,0.53,130619.0
2014-07-01,Vermont,46023,88207,303.45,1.396604E7,302.92,1.4087469E7,0.53,-121429.0,0.53,121429.0
2005-01-01,Virgin Islands,4632,13664,647.25,2998093.0,646.72,3061568.0,0.53,-63475.0,0.53,63475.0
1999-03-01,Wisconsin,72677,184450,286.85,2.084787E7,286.32,2.0718024E7,0.53,129846.0,0.53,129846.0
2008-06-01,Wisconsin,191507,447376,293.65,5.6234809E7,293.12,5.4355741E7,0.53,1879068.0,0.53,1879068.0
2024-06-01,Nevada,271867,507169,326.03,8.8636047E7,326.56,8.8102807E7,-0.53,533240.0,0.53,533240.0
2016-10-01,Oklahoma,278600,618434,361.63,1.0075053E8,362.16,1.01176185E8,-0.53,-425655.0,0.53,425655.0
2019-05-01,Oklahoma,264953,566892,321.58,8.5201124E7,321.05,8.489055E7,0.53,310574.0,0.53,310574.0
1995-09-01,Hawaii,57165,128005,563.93,3.2237006E7,564.46,3.1841438E7,-0.53,395568.0,0.53,395568.0
2012-07-01,Washington,586471,1111084,339.79,1.99278408E8,340.32,1.9954068E8,-0.53,-262272.0,0.53,262272.0
2012-07-01,New Jersey,410460,829379,376.09,1.54367978E8,376.62,1.54900345E8,-0.53,-532367.0,0.53,532367.0
2013-08-01,New Jersey,436033,883015,362.59,1.58104528E8,362.06,1.56597153E8,0.53,1507375.0,0.53,1507375.0
2019-06-01,Mississippi,208080,446617,301.32,6.2699169E7,300.79,6.2337969E7,0.53,361200.0,0.53,361200.0
2013-01-01,Wyoming,16404,38254,408.83,6706506.0,409.35,6821520.0,-0.52,-115014.0,0.52,115014.0
1994-12-01,Delaware,21693,58571,406.49,8818068.0,405.97,8513329.0,0.52,304739.0,0.52,304739.0
2011-02-01,Arizona,451547,1030139,433.89,1.95918941E8,434.41,1.97916276E8,-0.52,-1997335.0,0.52,1997335.0
2009-07-01,Louisiana,318578,760022,468.17,1.49149403E8,467.65,1.44524622E8,0.52,4624781.0,0.52,4624781.0
2016-03-01,Michigan,780685,1480044,319.4,2.49350804E8,319.92,2.5084846E8,-0.52,-1497656.0,0.52,1497656.0
2014-11-01,New Hampshire,51839,107186,296.42,1.5366303E7,296.94,1.5515464E7,-0.52,-149161.0,0.52,149161.0
1997-02-01,North Carolina,256188,601049,322.24,8.2552141E7,321.72,8.331798E7,0.52,-765839.0,0.52,765839.0
2019-06-01,North Carolina,613520,1268103,295.85,1.81505515E8,295.33,1.80618407E8,0.52,887108.0,0.52,887108.0
2011-03-01,South Dakota,43608,101636,452.88,1.9749083E7,453.4,1.9738793E7,-0.52,10290.0,0.52,10290.0
1997-03-01,Georgia,282848,696003,354.97,1.00400765E8,354.45,1.03792152E8,0.52,-3391387.0,0.52,3391387.0
2001-06-01,Georgia,238666,582345,330.84,7.8960556E7,331.36,7.7897813E7,-0.52,1062743.0,0.52,1062743.0
2010-04-01,Georgia,682254,1597957,466.77,3.18452867E8,466.25,3.15889152E8,0.52,2563715.0,0.52,2563715.0
2017-06-01,Georgia,741444,1607524,368.74,2.73400329E8,368.22,2.73698953E8,0.52,-298624.0,0.52,298624.0
2007-07-01,Oregon,228493,441600,272.99,6.237717E7,273.51,6.2725164E7,-0.52,-347994.0,0.52,347994.0
2015-06-01,Oregon,439320,771832,294.38,1.29327303E8,293.86,1.30924559E8,0.52,-1597256.0,0.52,1597256.0
2018-02-01,Oregon,370686,643068,280.17,1.03855291E8,279.65,1.0427815E8,0.52,-422859.0,0.52,422859.0
2003-05-01,South Carolina,187253,453941,352.31,6.5970345E7,352.83,6.5351912E7,-0.52,618433.0,0.52,618433.0
2002-04-01,West Virginia,100181,235154,297.09,2.9762177E7,297.61,2.9803984E7,-0.52,-41807.0,0.52,41807.0
2018-07-01,West Virginia,162875,314565,282.85,4.6068732E7,282.33,4.6112929E7,0.52,-44197.0,0.52,44197.0
2001-08-01,Missouri,203959,473860,309.8,6.3185461E7,309.28,6.1062943E7,0.52,2122518.0,0.52,2122518.0
1996-05-01,Utah,42128,110857,360.56,1.5189387E7,361.08,1.5282429E7,-0.52,-93042.0,0.52,93042.0
1998-01-01,Utah,35730,93733,361.32,1.2910148E7,360.8,1.2721284E7,0.52,188864.0,0.52,188864.0
2007-06-01,Utah,49893,122559,340.23,1.6975432E7,340.75,1.700032E7,-0.52,-24888.0,0.52,24888.0
1995-03-01,Pennsylvania,528292,1202060,350.01,1.84903749E8,349.49,1.80554078E8,0.52,4349671.0,0.52,4349671.0
1997-04-01,District of Columbia,39212,88748,389.31,1.5265419E7,388.79,1.5383398E7,0.52,-117979.0,0.52,117979.0
2014-12-01,Kentucky,381629,795379,348.66,1.33058027E8,348.14,1.3285143E8,0.52,206597.0,0.52,206597.0
2003-09-01,New Mexico,77992,203823,360.93,2.8149332E7,361.45,2.7988132E7,-0.52,161200.0,0.52,161200.0
2020-03-01,New Mexico,223689,447420,297.15,6.6468245E7,297.67,6.6103702E7,-0.52,364543.0,0.52,364543.0
2014-04-01,Tennessee,649594,1311887,340.06,2.20899962E8,340.58,2.22273443E8,-0.52,-1373481.0,0.52,1373481.0
2000-02-01,Arkansas,98736,246467,329.05,3.2489474E7,329.57,3.273381E7,-0.52,-244336.0,0.52,244336.0
2016-12-01,Connecticut,238904,418039,313.78,7.4962046E7,313.26,7.5354073E7,0.52,-392027.0,0.52,392027.0
1989-12-01,Illinois,405407,987582,437.8,1.77488689E8,437.28,1.76639128E8,0.52,849561.0,0.52,849561.0
1992-07-01,New York,875749,1917811,370.78,3.24704744E8,371.3,3.23494074E8,-0.52,1210670.0,0.52,1210670.0
2017-12-01,Vermont,41538,74836,288.91,1.2000437E7,289.43,1.2028308E7,-0.52,-27871.0,0.52,27871.0
2017-05-01,Wisconsin,341794,686322,281.98,9.6378991E7,282.5,9.6819791E7,-0.52,-440800.0,0.52,440800.0
2024-08-01,Alabama,378000,757869,401.92,1.51926143E8,401.4,1.51053079E8,0.52,873064.0,0.52,873064.0
1989-04-01,Colorado,84515,217931,359.87,3.0414416E7,360.39,3.1225402E7,-0.52,-810986.0,0.52,810986.0
1991-09-01,Colorado,95067,242619,399.37,3.7967891E7,399.89,3.8046993E7,-0.52,-79102.0,0.52,79102.0
1994-03-01,Colorado,109988,275765,387.05,4.2571337E7,387.57,4.1960187E7,-0.52,611150.0,0.52,611150.0
1996-02-01,Colorado,103853,249669,363.44,3.774518E7,362.92,3.7843498E7,0.52,-98318.0,0.52,98318.0
2019-06-01,Colorado,223919,445289,298.89,6.69263E7,299.41,6.7111945E7,-0.52,-185645.0,0.52,185645.0
1991-06-01,Iowa,72673,183115,338.89,2.462762E7,339.41,2.469368E7,-0.52,-66060.0,0.52,66060.0
2004-03-01,Maine,74085,147013,279.36,2.0696341E7,278.84,2.0329689E7,0.52,366652.0,0.52,366652.0
2003-05-01,Washington,199244,419027,303.22,6.0415748E7,303.74,5.9861796E7,-0.52,553952.0,0.52,553952.0
1999-08-01,North Dakota,13710,33054,300.41,4118668.0,300.93,4097561.0,-0.52,21107.0,0.52,21107.0
2010-06-01,North Dakota,27624,60774,432.17,1.1938355E7,432.69,1.1895852E7,-0.52,42503.0,0.52,42503.0
2011-07-01,Virginia,416749,876522,390.21,1.62617811E8,390.73,1.61994523E8,-0.52,623288.0,0.52,623288.0
2009-07-01,Mississippi,228421,534567,433.83,9.9095678E7,434.35,9.667705E7,-0.52,2418628.0,0.52,2418628.0
2016-11-01,Mississippi,251031,552873,341.54,8.573719E7,341.02,8.5801463E7,0.52,-64273.0,0.52,64273.0
1995-06-01,Wyoming,12993,34394,379.62,4932500.0,379.11,4944832.0,0.51,-12332.0,0.51,12332.0
2010-02-01,Delaware,48514,108291,423.46,2.0543978E7,422.95,2.0648665E7,0.51,-104687.0,0.51,104687.0
1992-05-01,Kansas,68310,175719,382.13,2.6103378E7,382.64,2.6485362E7,-0.51,-381984.0,0.51,381984.0
2025-05-01,Louisiana,397526,803988,381.93,1.51827483E8,381.42,1.52670143E8,0.51,-842660.0,0.51,842660.0
2001-04-01,North Carolina,210984,485728,309.38,6.5275384E7,309.89,6.5372638E7,-0.51,-97254.0,0.51,97254.0
2012-05-01,California,1791393,3980231,467.09,8.36734798E8,467.6,8.30804471E8,-0.51,5930327.0,0.51,5930327.0
2007-06-01,Georgia,384336,941642,376.26,1.44605767E8,376.77,1.44381386E8,-0.51,224381.0,0.51,224381.0
2002-07-01,Oregon,179910,363317,265.27,4.7723885E7,265.78,4.829585E7,-0.51,-571965.0,0.51,571965.0
1998-04-01,West Virginia,110745,270397,344.89,3.8195523E7,344.38,3.8532361E7,0.51,-336838.0,0.51,336838.0
2003-09-01,West Virginia,107502,250093,300.4,3.2294241E7,300.91,3.1980798E7,-0.51,313443.0,0.51,313443.0
2004-08-01,Maryland,127368,281438,329.79,4.200465E7,329.28,4.1531855E7,0.51,472795.0,0.51,472795.0
2006-07-01,Maryland,140890,306009,315.85,4.4500114E7,315.34,4.4506951E7,0.51,-6837.0,0.51,6837.0
2015-04-01,Maryland,402834,775307,324.36,1.30662316E8,323.85,1.30533116E8,0.51,129200.0,0.51,129200.0
2012-03-01,Montana,59669,127558,389.87,2.326356E7,390.38,2.320004E7,-0.51,63520.0,0.51,63520.0
2014-02-01,District of Columbia,79310,140828,317.11,2.514935E7,316.6,2.5320317E7,0.51,-170967.0,0.51,170967.0
2018-11-01,Florida,1644826,3073877,289.89,4.76814527E8,290.4,4.66600729E8,-0.51,1.0213798E7,0.51,1.0213798E7
2010-04-01,Kentucky,352487,776062,415.01,1.46284581E8,415.52,1.46588376E8,-0.51,-303795.0,0.51,303795.0
2011-07-01,Ohio,842228,1756228,426.31,3.59056028E8,425.8,3.60242433E8,0.51,-1186405.0,0.51,1186405.0
2011-02-01,Tennessee,605557,1265707,407.47,2.46746678E8,407.98,2.4810602E8,-0.51,-1359342.0,0.51,1359342.0
1994-05-01,Connecticut,98042,224222,287.06,2.8142858E7,286.55,2.8182559E7,0.51,-39701.0,0.51,39701.0
2018-09-01,Connecticut,218232,377649,295.65,6.4519035E7,296.16,6.4627838E7,-0.51,-108803.0,0.51,108803.0
2016-11-01,Idaho,76834,176875,353.39,2.7152988E7,353.9,2.7003853E7,-0.51,149135.0,0.51,149135.0
2019-08-01,Illinois,892071,1783530,314.21,2.80291823E8,313.7,2.7898338E8,0.51,1308443.0,0.51,1308443.0
2025-05-01,Minnesota,237118,451966,305.16,7.2358997E7,305.67,7.2579467E7,-0.51,-220470.0,0.51,220470.0
1994-02-01,New York,993268,2143129,356.79,3.54392243E8,357.3,3.53732807E8,-0.51,659436.0,0.51,659436.0
2024-08-01,New York,1745325,2979198,386.26,6.74135025E8,386.77,6.73195834E8,-0.51,939191.0,0.51,939191.0
2000-08-01,Virgin Islands,4801,14627,625.03,3000770.0,625.54,3023895.0,-0.51,-23125.0,0.51,23125.0
2015-12-01,Wisconsin,368550,740845,290.75,1.07155146E8,290.24,1.08364231E8,0.51,-1209085.0,0.51,1209085.0
2019-06-01,Wisconsin,311811,610698,258.81,8.0699246E7,258.3,8.0510894E7,0.51,188352.0,0.51,188352.0
1998-07-01,Alabama,162516,415612,353.0,5.7369168E7,353.51,5.7715989E7,-0.51,-346821.0,0.51,346821.0
2014-08-01,Alabama,419974,900886,355.85,1.49447688E8,355.34,1.48902368E8,0.51,545320.0,0.51,545320.0
2015-12-01,Alabama,415567,878375,360.47,1.49800333E8,359.96,1.49697095E8,0.51,103238.0,0.51,103238.0
2017-08-01,Colorado,219487,450351,346.23,7.5993702E7,346.74,7.5727587E7,-0.51,266115.0,0.51,266115.0
2007-08-01,Maine,82382,164403,269.33,2.2187897E7,269.84,2.2265084E7,-0.51,-77187.0,0.51,77187.0
1994-03-01,Massachusetts,194831,451344,318.4,6.2032538E7,317.89,6.1164626E7,0.51,867912.0,0.51,867912.0
1991-07-01,Indiana,137611,393291,444.08,6.1111274E7,443.57,6.0374034E7,0.51,737240.0,0.51,737240.0
1999-06-01,Indiana,124837,295307,328.59,4.1019122E7,329.1,4.1095552E7,-0.51,-76430.0,0.51,76430.0
2004-02-01,Indiana,222660,522926,353.55,7.8722659E7,353.04,7.8322539E7,0.51,400120.0,0.51,400120.0
2011-10-01,North Dakota,27292,59383,406.98,1.1107409E7,406.47,1.1171106E7,0.51,-63697.0,0.51,63697.0
1994-05-01,Virginia,235864,555117,351.27,8.2850708E7,350.76,8.3762373E7,0.51,-911665.0,0.51,911665.0
2014-09-01,Virginia,423025,888797,333.2,1.40955503E8,333.71,1.42644348E8,-0.51,-1688845.0,0.51,1688845.0
2002-09-01,Texas,605185,1640296,395.59,2.39407243E8,396.09,2.35958237E8,-0.5,3449006.0,0.5,3449006.0
2018-06-01,Texas,1541976,3619343,351.6,5.42147808E8,351.1,5.39898956E8,0.5,2248852.0,0.5,2248852.0
