date,state,households,participation,per_person,per_household,total_cost,inflation_rate,true_person,true_total_cost
1999-10-01,Kansas,52779,116388,131.28,59.53,6928953,168.2,253.51,1.3380047E7
1999-11-01,Kansas,52561,115561,129.53,58.91,6808009,168.3,249.98,1.3138688E7
1999-12-01,Kansas,52183,113643,127.37,58.48,6646311,168.3,245.81,1.2826629E7
2000-01-01,Kansas,52561,114615,128.15,58.77,6735951,168.8,246.58,1.2961118E7
2000-02-01,Kansas,52673,113770,125.64,58.17,6618056,169.8,240.33,1.2659272E7
2000-03-01,Kansas,53913,117617,130.46,59.8,7033317,171.2,247.51,1.3343582E7
2000-04-01,Kansas,53591,116812,131.36,60.27,7039861,171.3,249.07,1.33482E7
2000-05-01,Kansas,52430,113090,126.55,58.67,6634958,171.5,239.67,1.2565798E7
2000-06-01,Kansas,53751,117283,130.52,59.82,7015574,172.4,245.9,1.3217276E7
2000-07-01,Kansas,53880,118242,128.68,58.64,6933539,172.8,241.87,1.3032485E7
2000-08-01,Kansas,54258,118338,128.42,58.88,6967855,172.8,241.38,1.3096986E7
2000-09-01,Kansas,55568,122775,132.07,59.77,7338594,173.7,246.96,1.3722368E7
1999-10-01,Missouri,179240,419537,165.62,70.76,29685751,168.2,319.82,5.7324208E7
1999-11-01,Missouri,179847,420089,164.54,70.44,29592193,168.3,317.54,5.7109589E7
1999-12-01,Missouri,180487,420717,167.46,71.84,30224518,168.3,323.18,5.8329904E7
2000-01-01,Missouri,181398,422383,162.88,69.95,29546615,168.8,313.41,5.6852725E7
2000-02-01,Missouri,180223,418581,166.55,71.71,30015680,169.8,318.58,5.7415149E7
2000-03-01,Missouri,179746,417213,167.31,72.08,30073329,171.2,317.42,5.7055006E7
2000-04-01,Missouri,180668,419049,164.26,70.82,29676803,171.3,311.45,5.6269849E7
2000-05-01,Missouri,180748,419182,162.72,70.16,29411179,171.5,308.17,5.570117E7
2000-06-01,Missouri,184335,427640,159.81,68.89,29459412,172.4,301.08,5.5501259E7
2000-07-01,Missouri,185509,429368,158.87,68.64,29471152,172.8,298.62,5.5394847E7
2000-08-01,Missouri,186486,431257,162.96,70.47,30388955,172.8,306.3,5.7119977E7
2000-09-01,Missouri,188365,434823,161.92,70.14,30499164,173.7,302.77,5.7030099E7
1999-10-01,Montana,24759,58295,169.49,71.99,4196424,168.2,327.29,8103439.0
1999-11-01,Montana,25006,58760,169.76,72.25,4245131,168.3,327.62,8192623.0
1999-12-01,Montana,25130,59213,169.25,71.83,4253357,168.3,326.63,8208498.0
2000-01-01,Montana,25380,59798,169.02,71.73,4289603,168.8,325.22,8253928.0
2000-02-01,Montana,25528,60179,170.86,72.48,4361758,169.8,326.83,8343339.0
2000-03-01,Montana,25685,60484,171.77,72.95,4412009,171.2,325.88,8370447.0
2000-04-01,Montana,25470,60060,169.73,71.98,4323078,171.3,321.82,8196939.0
2000-05-01,Montana,25481,60017,170.05,72.2,4333023,171.5,322.05,8206215.0
2000-06-01,Montana,25318,59456,167.46,71.31,4239746,172.4,315.49,7987642.0
2000-07-01,Montana,25281,59547,167.3,71.03,4229511,172.8,314.46,7949914.0
2000-08-01,Montana,25378,59633,165.77,70.55,4206882,172.8,311.59,7907380.0
2000-09-01,Montana,24940,58146,164.54,70.57,4103591,173.7,307.67,7673266.0
1999-10-01,Nebraska,36183,86415,146.31,61.26,5293801,168.2,282.53,1.0222512E7
1999-11-01,Nebraska,35949,85643,145.75,61.18,5239691,168.3,281.28,1.0112012E7
1999-12-01,Nebraska,35775,84882,144.91,61.07,5183981,168.3,279.66,1.0004498E7
2000-01-01,Nebraska,35865,83885,142.25,60.82,5101915,168.8,273.71,9816954.0
2000-02-01,Nebraska,35320,83159,145.89,61.96,5152711,169.8,279.06,9856304.0
2000-03-01,Nebraska,35584,83363,145.61,62.16,5181429,171.2,276.25,9830188.0
2000-04-01,Nebraska,34803,81384,145.04,62.02,5047797,171.3,275.01,9571070.0
2000-05-01,Nebraska,34656,80894,144.27,61.81,4999989,171.5,273.23,9469367.0
2000-06-01,Nebraska,34656,80894,141.95,60.81,4919256,172.4,267.43,9267833.0
2000-07-01,Nebraska,34214,79555,144.03,61.94,4927985,172.8,270.72,9262786.0
2000-08-01,Nebraska,34459,80036,144.03,62.01,4963042,172.8,270.72,9328680.0
2000-09-01,Nebraska,34093,78857,143.05,61.85,4876965,173.7,267.49,9119391.0
1999-10-01,North Dakota,13278,31177,153.82,65.51,2042366,168.2,297.03,3943879.0
1999-11-01,North Dakota,13607,31958,154.69,65.86,2104897,168.3,298.53,4062213.0
1999-12-01,North Dakota,13540,31636,153.24,65.58,2074835,168.3,295.74,4004197.0
2000-01-01,North Dakota,13810,32441,153.78,65.46,2123637,168.8,295.9,4086240.0
2000-02-01,North Dakota,13931,32787,157.95,67.11,2200419,169.8,302.13,4209046.0
2000-03-01,North Dakota,13758,31973,153.99,66.26,2118621,171.2,292.15,4019440.0
2000-04-01,North Dakota,13925,32674,157.38,67.07,2191468,171.3,298.41,4155218.0
2000-05-01,North Dakota,13716,31972,156.05,66.94,2140334,171.5,295.54,4053530.0
2000-06-01,North Dakota,13411,31321,154.01,65.95,2065467,172.4,290.15,3891321.0
2000-07-01,North Dakota,13482,31667,155.93,66.38,2102202,172.8,293.09,3951361.0
2000-08-01,North Dakota,13435,31430,155.99,66.68,2095757,172.8,293.2,3939247.0
2000-09-01,North Dakota,13351,30853,152.46,65.97,2035456,173.7,285.08,3806080.0
1999-10-01,South Dakota,16321,42810,189.51,72.25,3092986,168.2,365.95,5972663.0
1999-11-01,South Dakota,16369,42831,185.08,70.73,3029506,168.3,357.18,5846604.0
1999-12-01,South Dakota,16353,42684,186.2,71.33,3044852,168.3,359.34,5876220.0
2000-01-01,South Dakota,16738,43677,185.95,71.26,3112474,168.8,357.8,5988931.0
2000-02-01,South Dakota,16451,42437,181.9,70.52,2992473,169.8,347.95,5724118.0
2000-03-01,South Dakota,16700,43440,189.75,72.95,3168828,171.2,359.99,6011889.0
2000-04-01,South Dakota,16770,43735,188.99,72.47,3169425,171.3,358.34,6009511.0
2000-05-01,South Dakota,16267,42243,183.51,70.67,2985198,171.5,347.55,5653599.0
2000-06-01,South Dakota,16267,42243,191.45,73.72,3114269,172.4,360.69,5867254.0
2000-07-01,South Dakota,16257,42934,185.86,70.37,3021451,172.8,349.35,5679209.0
2000-08-01,South Dakota,16227,42708,185.19,70.36,3005107,172.8,348.09,5648488.0
2000-09-01,South Dakota,16380,42906,186.22,71.09,3050288,173.7,348.21,5703705.0
1999-10-01,Utah,33141,83549,175.09,69.45,5802599,168.2,338.1,1.1205019E7
1999-11-01,Utah,31116,79745,180.52,70.44,5616948,168.3,348.38,1.0840075E7
1999-12-01,Utah,33847,83930,178.27,71.89,6033744,168.3,344.04,1.1644444E7
2000-01-01,Utah,33173,83532,174.11,69.15,5775861,168.8,335.02,1.1113741E7
2000-02-01,Utah,33438,84393,172.03,68.16,5752311,169.8,329.07,1.1003242E7
2000-03-01,Utah,33109,83152,175.05,69.7,5795827,171.2,332.1,1.0995821E7
2000-04-01,Utah,32518,82220,171.64,67.88,5581345,171.3,325.44,1.0582725E7
2000-05-01,Utah,32481,81414,171.25,68.32,5562269,171.5,324.33,1.0534256E7
2000-06-01,Utah,32558,81316,173.25,69.37,5640764,172.4,326.4,1.0627147E7
2000-07-01,Utah,31718,79159,172.64,69.17,5475683,172.8,324.5,1.0292255E7
2000-08-01,Utah,32235,80466,175.01,70.11,5641525,172.8,328.95,1.0603977E7
2000-09-01,Utah,32058,80122,174.19,69.7,5584178,173.7,325.72,1.0441802E7
1999-10-01,Wyoming,8712,21763,173.31,69.38,1509893,168.2,334.67,2915655.0
1999-11-01,Wyoming,8854,22107,173.74,69.58,1538266,168.3,335.3,2968680.0
1999-12-01,Wyoming,9048,22620,170.87,68.35,1546033,168.3,329.76,2983669.0
2000-01-01,Wyoming,9194,23122,172.49,68.59,1585894,168.8,331.9,3051530.0
2000-02-01,Wyoming,9118,22905,174.24,69.36,1588702,169.8,333.29,3038930.0
2000-03-01,Wyoming,9290,23293,174.34,69.53,1619656,171.2,330.76,3072805.0
2000-04-01,Wyoming,9106,22905,174.66,69.44,1590462,171.3,331.17,3015657.0
2000-05-01,Wyoming,9094,22850,174.1,69.29,1583280,171.5,329.72,2998538.0
2000-06-01,Wyoming,8878,22418,173.62,68.76,1541380,172.4,327.1,2903946.0
2000-07-01,Wyoming,8693,21787,175.16,69.89,1522653,172.8,329.24,2862024.0
2000-08-01,Wyoming,8777,22063,171.72,68.31,1507213,172.8,322.77,2833002.0
2000-09-01,Wyoming,8660,21534,168.38,67.71,1458164,173.7,314.85,2726607.0
1999-10-01,Alaska,12735,38097,310.01,103.63,3947985,168.2,598.64,7623695.0
1999-11-01,Alaska,12681,37362,276.49,93.84,3506190,168.3,533.59,6766550.0
1999-12-01,Alaska,7217,15950,193.46,87.54,1396183,168.3,373.36,2694475.0
2000-01-01,Alaska,13568,39673,298.43,102.06,4049056,168.8,574.23,7791074.0
2000-02-01,Alaska,14199,41768,304.48,103.51,4323260,169.8,582.42,8269698.0
2000-03-01,Alaska,14686,43224,305.5,103.8,4486556,171.2,579.59,8511877.0
2000-04-01,Alaska,14788,32595,312.17,141.63,4616376,171.3,591.9,8753058.0
2000-05-01,Alaska,14532,42871,273.07,92.56,3968306,171.5,517.16,7515485.0
2000-06-01,Alaska,14008,41082,284.23,96.92,3981468,172.4,535.49,7501049.0
2000-07-01,Alaska,13470,39719,288.39,97.8,3884616,172.8,542.07,7301639.0
2000-08-01,Alaska,13322,39033,284.7,97.17,3792762,172.8,535.13,7128987.0
2000-09-01,Alaska,13294,38918,292.0,99.74,3881804,173.7,546.01,7258549.0
1999-10-01,Arizona,95398,258172,211.99,78.33,20223140,168.2,409.36,3.905158E7
1999-11-01,Arizona,95753,259332,207.29,76.54,19848583,168.3,400.05,3.8305522E7
1999-12-01,Arizona,95312,256481,210.43,78.2,20056890,168.3,406.11,3.8707531E7
2000-01-01,Arizona,94194,254044,203.17,75.33,19137192,168.8,390.93,3.682322E7
2000-02-01,Arizona,93497,251342,208.05,77.39,19452034,169.8,397.97,3.72086E7
2000-03-01,Arizona,95198,256009,207.9,77.31,19791270,171.2,394.43,3.7547923E7
2000-04-01,Arizona,94385,256017,207.59,76.53,19593394,171.3,393.61,3.7150812E7
2000-05-01,Arizona,94768,257155,208.64,76.89,19772180,171.5,395.14,3.7446086E7
2000-06-01,Arizona,95973,260929,207.68,76.39,19931844,172.4,391.27,3.7551409E7
2000-07-01,Arizona,96767,264406,208.75,76.4,20199754,172.8,392.37,3.7968054E7
2000-08-01,Arizona,97168,265931,217.54,79.49,21137748,172.8,408.89,3.9731135E7
2000-09-01,Arizona,98397,268213,214.45,78.67,21101595,173.7,401.0,3.9457674E7
1999-10-01,California,697902,1922749,202.95,73.67,141641286,168.2,391.9,2.73514202E8
1999-11-01,California,695641,1895136,197.3,72.42,137252440,168.3,380.77,2.648817E8
1999-12-01,California,694269,1882556,203.77,75.15,141471804,168.3,393.25,2.73024595E8
2000-01-01,California,678604,1845475,203.02,74.65,137768391,168.8,390.65,2.65089875E8
2000-02-01,California,686078,1861705,201.15,74.13,138006750,169.8,384.77,2.63984628E8
2000-03-01,California,683930,1866047,207.11,75.91,141650532,171.2,392.93,2.68738854E8
2000-04-01,California,675729,1840870,204.7,75.14,138319831,171.3,388.13,2.62266659E8
2000-05-01,California,666599,1811434,201.84,74.27,134542993,171.5,382.26,2.54807945E8
2000-06-01,California,659838,1789943,203.42,74.99,134224585,172.4,383.24,2.52877872E8
2000-07-01,California,651418,1765313,202.6,74.76,131977234,172.8,380.81,2.48068306E8
2000-08-01,California,636461,1746574,205.39,74.85,130723506,172.8,386.06,2.45711762E8
2000-09-01,California,637615,1740317,206.64,75.71,131753615,173.7,386.39,2.46364843E8
1999-10-01,Guam,6417,21300,445.24,134.14,2857115,168.2,859.77,5517187.0
1999-11-01,Guam,6388,21238,446.31,134.24,2851003,168.3,861.33,5502114.0
1999-12-01,Guam,6485,21267,446.45,136.14,2895230,168.3,861.6,5587467.0
2000-01-01,Guam,6600,22031,448.76,134.44,2961828,168.8,863.49,5699062.0
2000-02-01,Guam,6765,22333,444.49,134.64,3006979,169.8,850.24,5751865.0
2000-03-01,Guam,6975,22762,432.33,132.48,3015496,171.2,820.21,5720988.0
2000-04-01,Guam,6948,22983,437.91,132.39,3042604,171.3,830.32,5769047.0
2000-05-01,Guam,6905,22928,443.8,133.65,3064431,171.5,840.5,5803657.0
2000-06-01,Guam,6839,22545,447.2,135.66,3058433,172.4,842.52,5762059.0
2000-07-01,Guam,6677,22166,446.63,134.54,2982170,172.8,839.5,5605375.0
2000-08-01,Guam,6773,22518,454.58,136.73,3078859,172.8,854.44,5787114.0
2000-09-01,Guam,6849,22733,447.68,134.88,3066167,173.7,837.11,5733397.0
1999-10-01,Hawaii,55554,122743,265.53,120.18,14751101,168.2,512.75,2.8484884E7
1999-11-01,Hawaii,55521,122248,263.36,119.61,14621896,168.3,508.26,2.8218607E7
1999-12-01,Hawaii,55028,120461,261.6,119.5,14395097,168.3,504.86,2.7780911E7
2000-01-01,Hawaii,54886,120321,260.17,118.68,14279938,168.8,500.61,2.7477036E7
2000-02-01,Hawaii,54323,118041,255.76,117.7,13893585,169.8,489.23,2.6576185E7
2000-03-01,Hawaii,55037,119830,258.68,118.81,14236910,171.2,490.77,2.7010212E7
2000-04-01,Hawaii,54166,117614,258.2,118.91,13985812,171.3,489.57,2.6518339E7
2000-05-01,Hawaii,54074,116746,254.29,117.78,13750503,171.5,481.59,2.6041768E7
2000-06-01,Hawaii,53406,115745,256.02,118.13,13673024,172.4,482.34,2.575985E7
2000-07-01,Hawaii,53157,115219,229.41,105.84,12194875,172.8,431.21,2.2921847E7
2000-08-01,Hawaii,52654,113370,249.96,116.09,13161265,172.8,469.83,2.4738302E7
2000-09-01,Hawaii,52733,114157,252.52,116.65,13315876,173.7,472.18,2.4899231E7
1999-10-01,Idaho,21940,54940,167.28,66.8,3670211,168.2,323.02,7087304.0
1999-11-01,Idaho,22575,56659,168.07,66.97,3794278,168.3,324.36,7322528.0
1999-12-01,Idaho,23336,58879,168.18,66.66,3924725,168.3,324.57,7574276.0
2000-01-01,Idaho,23471,59244,167.69,66.44,3935880,168.8,322.66,7573304.0
2000-02-01,Idaho,23868,60404,169.33,66.91,4041669,169.8,323.9,7731060.0
2000-03-01,Idaho,24232,61103,169.28,67.13,4102089,171.2,321.16,7782468.0
2000-04-01,Idaho,23743,59831,167.36,66.41,3973644,171.3,317.33,7534381.0
2000-05-01,Idaho,23533,59246,165.52,65.74,3895089,171.5,313.47,7376821.0
2000-06-01,Idaho,23255,58246,163.38,65.23,3799400,172.4,307.81,7158034.0
2000-07-01,Idaho,22633,56530,162.51,65.07,3678149,172.8,305.46,6913557.0
2000-08-01,Idaho,22871,56986,161.79,64.93,3700296,172.8,304.11,6955186.0
2000-09-01,Idaho,22632,56222,161.21,64.89,3648452,173.7,301.45,6822206.0
1999-10-01,Nevada,27568,59084,168.59,78.66,4647808,168.2,325.55,8975077.0
1999-11-01,Nevada,26701,57763,165.74,76.61,4425290,168.3,319.86,8540310.0
1999-12-01,Nevada,28088,60340,169.26,78.79,4754167,168.3,326.65,9175005.0
2000-01-01,Nevada,26886,58138,167.99,77.69,4516536,168.8,323.24,8690585.0
2000-02-01,Nevada,28213,60271,161.63,75.66,4559965,169.8,309.17,8722477.0
2000-03-01,Nevada,28796,61711,174.93,81.63,5037324,171.2,331.88,9556792.0
2000-04-01,Nevada,28483,61252,162.0,75.33,4614185,171.3,307.17,8748904.0
2000-05-01,Nevada,28886,62334,170.72,79.11,4931355,171.5,323.32,9339382.0
2000-06-01,Nevada,29013,62729,168.82,78.08,4898038,172.4,318.06,9227858.0
2000-07-01,Nevada,28866,62283,165.33,76.62,4772372,172.8,310.76,8970291.0
2000-08-01,Nevada,28912,62267,162.63,75.51,4701987,172.8,305.68,8837994.0
2000-09-01,Nevada,29084,62687,164.49,76.32,4783958,173.7,307.58,8945478.0
1999-10-01,Oregon,107170,221000,146.88,71.23,15741315,168.2,283.63,3.0397021E7
1999-11-01,Oregon,108200,222603,146.17,71.05,15815603,168.3,282.09,3.0522327E7
1999-12-01,Oregon,110361,227580,134.47,65.21,14840631,168.3,259.51,2.8640741E7
2000-01-01,Oregon,116862,241663,140.8,68.09,16454251,168.8,270.92,3.1660785E7
2000-02-01,Oregon,116564,238929,148.21,72.3,17275628,169.8,283.5,3.3045487E7
2000-03-01,Oregon,116843,239459,147.39,71.92,17220908,171.2,279.63,3.2671442E7
2000-04-01,Oregon,115358,235308,145.18,71.17,16747671,171.3,275.27,3.1755069E7
2000-05-01,Oregon,115963,236878,145.41,71.19,16862431,171.5,275.39,3.1935378E7
2000-06-01,Oregon,115949,237007,144.51,70.7,16755602,172.4,272.26,3.1567399E7
2000-07-01,Oregon,114975,234449,143.03,70.14,16444676,172.8,268.84,3.0909899E7
2000-08-01,Oregon,116627,238147,143.99,70.51,16792668,172.8,270.65,3.1563995E7
2000-09-01,Oregon,117541,239620,142.82,70.06,16787488,173.7,267.06,3.1390766E7
1999-10-01,Washington,129031,287413,156.69,70.34,20217281,168.2,302.57,3.9040266E7
1999-11-01,Washington,129813,287426,148.39,67.02,19263128,168.3,286.38,3.717566E7
1999-12-01,Washington,131675,291724,155.76,70.31,20509771,168.3,300.6,3.958154E7
2000-01-01,Washington,132695,294233,152.62,68.83,20251311,168.8,293.67,3.8966975E7
2000-02-01,Washington,135984,302619,153.48,68.97,20871086,169.8,293.58,3.9923017E7
2000-03-01,Washington,138685,307599,153.52,69.22,21291559,171.2,291.26,4.0394265E7
2000-04-01,Washington,136345,301409,150.71,68.17,20547940,171.3,285.76,3.8960715E7
2000-05-01,Washington,136350,302012,147.7,66.68,20139475,171.5,279.73,3.8141698E7
2000-06-01,Washington,133750,294405,148.27,67.36,19831458,172.4,279.34,3.7362283E7
2000-07-01,Washington,131406,287754,147.61,67.41,19396671,172.8,277.45,3.6458556E7
2000-08-01,Washington,133219,292621,147.96,67.36,19710784,172.8,278.11,3.7048972E7
2000-09-01,Washington,132821,291516,146.55,66.77,19465236,173.7,274.03,3.6397861E7
2000-10-01,Connecticut,81548,157281,136.83,70.94,11158107,174.0,255.42,2.0828466E7
2000-11-01,Connecticut,81154,156327,138.64,71.97,11250975,174.1,258.65,2.0989755E7
2000-12-01,Connecticut,80984,155890,139.73,72.59,11315968,174.0,260.83,2.1123139E7
2001-01-01,Connecticut,81764,157141,132.49,68.94,10832900,175.1,245.76,2.0094378E7
2001-02-01,Connecticut,81691,156370,139.59,72.93,11403551,175.8,257.9,2.1068676E7
2001-03-01,Connecticut,82363,157143,142.7,74.79,11753130,176.2,263.05,2.1665247E7
2001-04-01,Connecticut,81882,156474,134.96,70.62,11050413,176.9,247.8,2.0289283E7
2001-05-01,Connecticut,82053,157006,139.49,72.9,11445904,177.7,254.96,2.0920819E7
2001-06-01,Connecticut,81703,156315,141.35,73.88,11548483,178.0,257.92,2.1072737E7
2001-07-01,Connecticut,81968,157105,134.1,69.96,10991569,177.5,245.38,2.0113022E7
2001-08-01,Connecticut,82839,158972,140.16,73.04,11610851,177.5,256.47,2.1246221E7
2001-09-01,Connecticut,82335,158347,137.5,71.49,11320671,178.3,250.48,2.0622287E7
2000-10-01,Maine,51389,100000,131.57,67.61,6761043,174.0,245.6,1.2620613E7
2000-11-01,Maine,51554,100596,130.81,67.04,6743550,174.1,244.04,1.2580729E7
2000-12-01,Maine,52245,101829,131.56,67.5,6873405,174.0,245.58,1.2830356E7
2001-01-01,Maine,52897,103883,136.86,69.69,7239333,175.1,253.87,1.3428528E7
2001-02-01,Maine,52898,104470,136.9,69.32,7241656,175.8,252.93,1.337935E7
2001-03-01,Maine,53881,106570,137.58,69.56,7413101,176.2,253.61,1.3665012E7
2001-04-01,Maine,53666,105901,137.91,69.89,7400965,176.9,253.21,1.3588657E7
2001-05-01,Maine,54221,106977,137.75,69.82,7468870,177.7,251.78,1.3651598E7
2001-06-01,Maine,53826,105778,136.03,69.22,7322215,178.0,248.22,1.3360985E7
2001-07-01,Maine,53718,105459,136.26,69.41,7319699,177.5,249.34,1.3394018E7
2001-08-01,Maine,53922,106260,135.32,68.67,7296538,177.5,247.62,1.3351636E7
2001-09-01,Maine,53590,104868,135.34,69.16,7253015,178.3,246.54,1.3212446E7
2000-10-01,Massachusetts,105785,222719,137.48,65.3,14543570,174.0,256.63,2.7147996E7
2000-11-01,Massachusetts,105458,221726,134.68,64.06,14203102,174.1,251.26,2.6497227E7
2000-12-01,Massachusetts,105467,221783,134.24,63.84,14158090,174.0,250.58,2.6428434E7
2001-01-01,Massachusetts,105280,220731,138.56,66.09,14587966,175.1,257.02,2.70598E7
2001-02-01,Massachusetts,104228,217659,134.94,64.62,14064740,175.8,249.31,2.5985366E7
2001-03-01,Massachusetts,104661,218503,137.07,65.65,14345469,176.2,252.67,2.6443861E7
2001-04-01,Massachusetts,102735,213894,139.99,67.24,14381447,176.9,257.03,2.640528E7
2001-05-01,Massachusetts,104041,216651,137.68,66.12,14324202,177.7,251.65,2.6181771E7
2001-06-01,Massachusetts,105231,219074,136.98,65.8,14414538,178.0,249.95,2.6302482E7
2001-07-01,Massachusetts,104049,216713,139.71,67.08,14537169,177.5,255.65,2.6600971E7
2001-08-01,Massachusetts,104747,218709,138.26,66.22,14481996,177.5,253.0,2.6500012E7
2001-09-01,Massachusetts,106372,222519,140.52,67.17,14947029,178.3,255.98,2.7228238E7
2000-10-01,New Hampshire,17723,35257,127.55,64.11,2260490,174.0,238.09,4219581.0
2000-11-01,New Hampshire,17601,35207,131.35,65.66,2311820,174.1,245.05,4312918.0
2000-12-01,New Hampshire,17524,34531,131.43,66.7,2303234,174.0,245.34,4299370.0
2001-01-01,New Hampshire,17684,34753,127.94,65.1,2262497,175.1,237.32,4196796.0
2001-02-01,New Hampshire,17735,34860,129.98,66.13,2305261,175.8,240.15,4259094.0
2001-03-01,New Hampshire,17816,35049,122.33,62.18,2179366,176.2,225.5,4017356.0
2001-04-01,New Hampshire,17952,35465,131.06,66.34,2352773,176.9,240.63,4319845.0
2001-05-01,New Hampshire,18042,35654,131.45,66.52,2371645,177.7,240.26,4334892.0
2001-06-01,New Hampshire,18076,35630,131.11,66.52,2369957,178.0,239.24,4324506.0
2001-07-01,New Hampshire,18244,36119,131.92,66.63,2406742,177.5,241.4,4403999.0
2001-08-01,New Hampshire,18429,36857,132.79,66.39,2447114,177.5,242.99,4477874.0
2001-09-01,New Hampshire,18582,37269,133.48,66.55,2480408,178.3,243.15,4518432.0
2000-10-01,New York,706840,1415327,160.71,80.26,113597517,174.0,299.99,2.1204869E8
2000-11-01,New York,711554,1421421,158.14,79.16,112526074,174.1,295.03,2.09928008E8
2000-12-01,New York,717381,1433200,157.23,78.7,112790663,174.0,293.5,2.10542563E8
2001-01-01,New York,693716,1363735,159.82,81.3,110870327,175.1,296.46,2.05657793E8
2001-02-01,New York,665180,1324767,163.68,82.19,108879300,175.8,302.41,2.01160379E8
2001-03-01,New York,675607,1332823,173.64,88.02,117314590,176.2,320.08,2.16252997E8
2001-04-01,New York,675663,1334260,170.97,86.58,115516570,176.9,313.91,2.12095997E8
2001-05-01,New York,676760,1334679,171.57,87.0,116111914,177.7,313.6,2.12229313E8
2001-06-01,New York,675375,1332084,171.31,86.86,115699214,178.0,312.59,2.11118558E8
2001-07-01,New York,671305,1322653,170.5,86.53,114455233,177.5,311.99,2.09436948E8
2001-08-01,New York,676375,1324009,170.4,87.05,115254596,177.5,311.81,2.1089967E8
2001-09-01,New York,661867,1303549,169.73,86.18,112336670,178.3,309.19,2.04637961E8
2000-10-01,Rhode Island,32919,72127,151.49,69.14,4986949,174.0,282.78,9308971.0
2000-11-01,Rhode Island,32712,71936,158.19,71.93,5174605,174.1,295.12,9653714.0
